age,gender,income,employment_status,credit_score,loan_amount,previous_defaults,education,loan_approved
22,Female,26300.0,Unemployed,635.0,66900.0,0,Master,0
62,Male,30500.0,Unemployed,750.0,28600.0,0,Master,0
36,Male,28300.0,Employed,666.0,22300.0,0,Bachelor,1
45,Male,85700.0,Employed,597.0,25500.0,0,Bachelor,1
35,Female,63600.0,Employed,600.0,23100.0,0,PhD,1
44,Female,56300.0,Self-Employed,677.0,31200.0,1,Bachelor,0
35,Male,24000.0,Employed,600.0,12300.0,2,High School,0
51,Female,18000.0,Retired,850.0,17300.0,0,Bachelor,1
34,Male,74300.0,Self-Employed,721.0,17800.0,0,High School,1
34,Male,104800.0,Retired,638.0,10300.0,0,Bachelor,1
26,Female,18000.0,Self-Employed,696.0,9300.0,0,Bachelor,1
34,Male,123100.0,Self-Employed,743.0,41700.0,0,Bachelor,1
37,Male,38100.0,Self-Employed,699.0,27600.0,0,High School,1
38,Female,43700.0,Employed,598.0,52100.0,2,High School,0
40,Female,20800.0,Employed,671.0,24400.0,0,Master,0
37,Male,18000.0,Self-Employed,660.0,21800.0,2,Bachelor,0
36,Female,18000.0,Employed,641.0,16000.0,0,Bachelor,1
60,Female,67200.0,Employed,610.0,33000.0,0,Bachelor,1
59,Male,38500.0,Self-Employed,754.0,8400.0,2,Master,0
52,Male,50500.0,Self-Employed,720.0,21700.0,0,Bachelor,1
64,Female,70700.0,Employed,719.0,31400.0,3,High School,0
29,Male,38300.0,Employed,523.0,17100.0,0,Bachelor,1
47,Female,93400.0,Employed,646.0,23500.0,2,Master,0
66,Female,26600.0,Employed,786.0,46700.0,0,PhD,0
53,Female,32600.0,Unemployed,713.0,15700.0,0,Master,0
30,Male,25600.0,Employed,581.0,23200.0,0,High School,1
37,Female,60900.0,Retired,822.0,33300.0,0,Bachelor,1
56,Male,70000.0,Employed,474.0,14900.0,0,High School,1
37,Male,32000.0,Employed,691.0,9400.0,0,Bachelor,1
38,Male,20000.0,Self-Employed,826.0,27900.0,0,High School,1
43,Male,74300.0,Employed,547.0,19300.0,0,Bachelor,1
54,Female,25800.0,Employed,640.0,17700.0,0,Bachelor,1
28,Male,32800.0,Retired,560.0,20000.0,3,Bachelor,0
33,Male,23500.0,Self-Employed,800.0,8900.0,0,High School,1
43,Female,46300.0,Employed,610.0,15500.0,0,High School,1
40,Male,27300.0,Employed,765.0,27700.0,0,Bachelor,1
42,Female,57000.0,Employed,798.0,18000.0,0,Bachelor,1
67,Male,30300.0,Retired,571.0,13200.0,0,Bachelor,1
43,Female,52500.0,Self-Employed,553.0,11600.0,0,PhD,1
61,Female,25300.0,Employed,721.0,21200.0,0,Bachelor,1
55,Male,74100.0,Employed,746.0,29900.0,0,High School,1
23,Male,31300.0,Self-Employed,674.0,33400.0,0,Bachelor,1
54,Male,42000.0,Employed,682.0,12900.0,0,Master,1
53,Female,22200.0,Unemployed,806.0,47800.0,2,Bachelor,0
66,Male,39800.0,Retired,660.0,19300.0,0,Bachelor,1
37,Male,22600.0,Unemployed,797.0,6700.0,0,Master,1
65,Male,39300.0,Self-Employed,631.0,19400.0,0,Master,1
39,Male,24800.0,Employed,850.0,9900.0,0,Bachelor,1
50,Male,37100.0,Employed,605.0,23100.0,1,High School,0
43,Female,50700.0,Self-Employed,781.0,21300.0,0,Bachelor,1
35,Male,20200.0,Employed,598.0,7200.0,0,PhD,1
34,Male,39300.0,Employed,747.0,42700.0,3,Master,0
22,Female,49200.0,Employed,679.0,12200.0,0,High School,1
59,Female,49100.0,Employed,704.0,6100.0,0,High School,1
38,Male,104700.0,Employed,737.0,38900.0,0,Bachelor,1
26,Male,27700.0,Self-Employed,701.0,26000.0,0,High School,1
52,Male,40100.0,Employed,693.0,15500.0,0,Bachelor,1
41,Female,96200.0,Employed,522.0,18600.0,0,High School,1
60,Male,20200.0,Employed,797.0,16800.0,0,High School,1
48,Female,18000.0,Employed,810.0,7000.0,0,High School,1
47,Female,52500.0,Unemployed,671.0,7800.0,3,High School,0
22,Female,67600.0,Employed,727.0,31900.0,2,High School,0
53,Male,18000.0,Employed,796.0,23100.0,1,Bachelor,0
36,Male,34200.0,Employed,731.0,31200.0,0,Bachelor,1
59,Male,24100.0,Retired,635.0,37200.0,0,High School,0
42,Male,46900.0,Employed,578.0,3000.0,0,High School,1
63,Female,39500.0,Employed,734.0,14100.0,0,High School,1
67,Female,77200.0,Employed,692.0,9000.0,1,Master,1
33,Female,20500.0,Employed,680.0,16700.0,2,High School,0
22,Female,48700.0,Employed,615.0,5900.0,1,High School,1
34,Male,54800.0,Self-Employed,651.0,25800.0,0,Bachelor,1
58,Male,41200.0,Employed,709.0,26800.0,0,Master,1
61,Male,18000.0,Self-Employed,655.0,70600.0,0,High School,0
48,Female,49400.0,Employed,683.0,17000.0,1,High School,0
27,Female,27900.0,Employed,677.0,27100.0,1,Bachelor,0
38,Female,18000.0,Self-Employed,736.0,32300.0,0,Bachelor,0
61,Male,48300.0,Employed,558.0,50600.0,0,Bachelor,1
56,Male,58900.0,Self-Employed,650.0,9100.0,0,Bachelor,1
61,Female,29500.0,Self-Employed,586.0,30900.0,0,High School,0
56,Male,60900.0,Retired,693.0,22900.0,3,Bachelor,0
64,Female,61200.0,Employed,611.0,6800.0,1,Master,1
24,Female,39800.0,Employed,760.0,23900.0,0,High School,1
50,Female,54100.0,Employed,645.0,28100.0,1,Bachelor,0
44,Male,65400.0,Employed,631.0,6600.0,1,Master,1
40,Male,52200.0,Employed,609.0,17200.0,0,Bachelor,1
66,Male,18000.0,Employed,701.0,18900.0,0,Bachelor,1
51,Male,18000.0,Employed,572.0,18600.0,1,High School,0
44,Male,68400.0,Employed,672.0,26200.0,1,PhD,1
27,Female,28400.0,Self-Employed,670.0,12600.0,0,High School,1
46,Female,31300.0,Self-Employed,636.0,9400.0,2,Bachelor,0
33,Male,103300.0,Employed,699.0,24200.0,0,High School,1
28,Male,27800.0,Self-Employed,641.0,46300.0,0,Bachelor,0
25,Male,37500.0,Employed,704.0,44300.0,0,Master,1
64,Male,40400.0,Employed,634.0,75700.0,0,Bachelor,0
33,Female,36100.0,Employed,617.0,14400.0,0,High School,1
49,Male,78600.0,Self-Employed,702.0,16300.0,0,PhD,1
40,Male,33300.0,Employed,749.0,5000.0,0,Master,1
34,Male,57500.0,Employed,850.0,12500.0,1,PhD,1
52,Female,41600.0,Retired,651.0,7000.0,0,Bachelor,1
47,Female,65100.0,Employed,746.0,14700.0,0,Bachelor,1
45,Male,20200.0,Unemployed,642.0,40800.0,0,Bachelor,0
24,Male,18000.0,Employed,744.0,34200.0,0,Bachelor,0
41,Female,40700.0,Self-Employed,791.0,14800.0,3,Bachelor,0
38,Female,26300.0,Employed,691.0,12800.0,0,Bachelor,1
59,Male,83500.0,Self-Employed,740.0,11100.0,0,High School,1
35,Female,38500.0,Retired,718.0,30300.0,0,Bachelor,1
58,Female,44800.0,Self-Employed,681.0,14900.0,0,PhD,1
44,Female,34400.0,Employed,644.0,21100.0,1,Bachelor,0
28,Female,29000.0,Self-Employed,650.0,26900.0,0,Master,0
48,Female,41300.0,Self-Employed,568.0,28100.0,0,High School,1
41,Male,66700.0,Employed,768.0,3400.0,0,Master,1
36,Female,34300.0,Unemployed,839.0,25200.0,0,Master,0
36,Female,33100.0,Employed,560.0,19100.0,0,Master,1
55,Female,60000.0,Employed,768.0,6100.0,2,Bachelor,0
37,Male,18000.0,Employed,676.0,41300.0,2,Master,0
29,Female,72700.0,Employed,626.0,20300.0,0,PhD,1
55,Female,26800.0,Employed,692.0,7100.0,0,Master,1
49,Male,64400.0,Employed,612.0,12700.0,0,Bachelor,1
59,Female,46500.0,Employed,700.0,15900.0,1,Master,1
38,Female,18000.0,Employed,655.0,86500.0,1,Bachelor,0
32,Female,40400.0,Unemployed,651.0,10700.0,0,Bachelor,0
39,Male,77400.0,Employed,780.0,11900.0,0,Bachelor,1
42,Male,34500.0,Employed,531.0,20100.0,1,High School,0
35,Female,36100.0,Employed,632.0,65200.0,0,Bachelor,0
21,Male,27300.0,Employed,512.0,15700.0,0,Bachelor,1
22,Female,73000.0,Employed,691.0,13800.0,0,Master,1
28,Male,31800.0,Employed,638.0,20100.0,0,Bachelor,1
42,Male,98300.0,Self-Employed,619.0,14800.0,0,Bachelor,1
45,Male,71500.0,Employed,704.0,14700.0,0,Bachelor,1
22,Female,78100.0,Employed,732.0,32100.0,0,Bachelor,1
29,Male,41800.0,Employed,781.0,13400.0,0,Bachelor,1
29,Male,31500.0,Unemployed,850.0,14600.0,3,PhD,0
33,Male,51000.0,Employed,632.0,32900.0,0,Bachelor,1
26,Male,87200.0,Employed,623.0,7700.0,0,Bachelor,1
50,Female,97400.0,Unemployed,680.0,14600.0,0,Master,1
35,Female,18000.0,Unemployed,687.0,6600.0,0,Bachelor,0
35,Male,155200.0,Employed,827.0,13400.0,1,High School,1
27,Female,45500.0,Employed,724.0,14600.0,1,High School,1
31,Male,59300.0,Employed,600.0,14800.0,0,Master,1
60,Female,25700.0,Employed,595.0,14300.0,0,Bachelor,1
58,Female,24800.0,Employed,738.0,21300.0,0,High School,1
60,Female,19500.0,Employed,662.0,9200.0,1,High School,0
22,Male,94100.0,Unemployed,800.0,22800.0,1,Bachelor,1
59,Female,28500.0,Employed,724.0,13300.0,0,Master,1
30,Male,38300.0,Employed,591.0,28400.0,0,High School,1
64,Female,34500.0,Employed,580.0,17400.0,2,Bachelor,0
37,Male,24100.0,Employed,709.0,12600.0,0,Master,1
27,Female,36300.0,Employed,651.0,8200.0,0,Bachelor,1
60,Female,41900.0,Self-Employed,777.0,21500.0,0,Bachelor,1
59,Female,74900.0,Unemployed,709.0,16100.0,0,Master,1
24,Male,23600.0,Retired,707.0,43400.0,0,Bachelor,0
55,Female,30000.0,Self-Employed,576.0,45400.0,0,Master,0
67,Male,52800.0,Self-Employed,639.0,13500.0,3,Master,0
56,Female,41100.0,Employed,676.0,4400.0,0,High School,1
51,Male,41400.0,Employed,521.0,30700.0,0,Bachelor,1
45,Male,24700.0,Self-Employed,733.0,13100.0,1,PhD,0
61,Female,59200.0,Employed,753.0,14600.0,1,Bachelor,1
33,Male,81400.0,Employed,635.0,36900.0,0,Bachelor,1
38,Male,77700.0,Self-Employed,788.0,22200.0,0,Master,1
41,Male,36400.0,Retired,784.0,30000.0,0,Bachelor,1
21,Male,18000.0,Employed,725.0,34100.0,0,Bachelor,0
56,Female,45100.0,Employed,675.0,16300.0,0,High School,1
28,Female,42200.0,Employed,765.0,27200.0,0,Bachelor,1
41,Male,24100.0,Employed,553.0,19200.0,0,Bachelor,1
63,Male,26600.0,Employed,686.0,24900.0,0,Master,1
41,Male,24400.0,Unemployed,608.0,19800.0,0,Bachelor,0
47,Male,46000.0,Employed,624.0,40800.0,0,High School,1
39,Female,26600.0,Employed,718.0,8400.0,1,Bachelor,0
43,Female,43600.0,Self-Employed,612.0,13900.0,0,Bachelor,1
63,Male,131700.0,Employed,550.0,17100.0,0,Bachelor,1
55,Male,36600.0,Self-Employed,850.0,19400.0,0,High School,1
60,Male,22500.0,Employed,629.0,8400.0,0,Bachelor,1
62,Female,19400.0,Self-Employed,608.0,11500.0,0,Bachelor,1
25,Female,47300.0,Employed,782.0,18400.0,1,Bachelor,1
61,Male,109300.0,Employed,629.0,13000.0,1,PhD,1
28,Male,25600.0,Employed,572.0,6400.0,0,Bachelor,1
31,Female,18000.0,Employed,602.0,14500.0,0,High School,1
36,Female,94300.0,Employed,643.0,8700.0,0,Bachelor,1
59,Male,141200.0,Employed,589.0,25900.0,0,Bachelor,1
67,Male,58600.0,Retired,609.0,21500.0,0,Master,1
44,Male,49800.0,Employed,642.0,31000.0,0,High School,1
41,Female,41500.0,Self-Employed,763.0,20400.0,0,High School,1
43,Male,56400.0,Self-Employed,850.0,9500.0,0,High School,1
58,Male,55100.0,Unemployed,774.0,3000.0,0,Bachelor,1
67,Female,46200.0,Unemployed,661.0,35800.0,0,High School,0
28,Male,24900.0,Employed,560.0,14000.0,0,High School,1
27,Female,46100.0,Employed,740.0,4700.0,4,Bachelor,0
22,Male,38200.0,Employed,593.0,46200.0,0,Master,1
50,Male,26900.0,Employed,649.0,25500.0,1,High School,0
33,Female,46100.0,Employed,817.0,45800.0,0,Bachelor,1
43,Male,31500.0,Employed,825.0,23300.0,3,Bachelor,0
49,Female,41500.0,Employed,695.0,26900.0,0,Master,1
58,Female,50400.0,Self-Employed,784.0,13300.0,0,Bachelor,1
57,Male,54100.0,Retired,781.0,27600.0,3,Bachelor,0
40,Female,31900.0,Self-Employed,736.0,57600.0,1,High School,0
53,Male,50300.0,Employed,657.0,29700.0,4,Bachelor,0
49,Female,56500.0,Employed,633.0,14600.0,0,High School,1
35,Male,65300.0,Self-Employed,684.0,8200.0,0,PhD,1
43,Female,46700.0,Employed,571.0,35800.0,0,Bachelor,1
62,Male,54300.0,Self-Employed,639.0,18700.0,2,High School,0
23,Male,32500.0,Self-Employed,731.0,19200.0,0,Bachelor,1
57,Female,145600.0,Employed,626.0,5500.0,0,Bachelor,1
49,Female,38900.0,Employed,811.0,5300.0,0,High School,1
65,Male,70300.0,Employed,701.0,19000.0,0,High School,1
28,Male,31500.0,Employed,747.0,10500.0,0,High School,1
42,Female,48400.0,Employed,662.0,20400.0,0,High School,1
49,Female,47500.0,Retired,734.0,32000.0,0,Bachelor,1
22,Male,52300.0,Employed,584.0,12800.0,0,Master,1
61,Male,26300.0,Employed,716.0,20700.0,0,Master,1
65,Male,48800.0,Employed,724.0,16800.0,1,PhD,1
21,Female,31500.0,Employed,789.0,106000.0,0,Bachelor,0
64,Male,60500.0,Self-Employed,509.0,13100.0,0,Bachelor,1
40,Male,25900.0,Employed,623.0,11900.0,0,Bachelor,1
41,Female,46800.0,Retired,529.0,13700.0,0,Master,1
57,Male,39600.0,Unemployed,609.0,36300.0,0,Bachelor,0
28,Male,101500.0,Unemployed,671.0,13400.0,0,High School,1
47,Male,70200.0,Employed,730.0,28100.0,0,PhD,1
67,Male,79700.0,Employed,850.0,18400.0,0,Bachelor,1
55,Male,27300.0,Self-Employed,795.0,18700.0,0,Bachelor,1
26,Female,33100.0,Self-Employed,639.0,47100.0,0,High School,0
65,Male,40100.0,Self-Employed,741.0,6100.0,1,High School,1
64,Female,71100.0,Employed,784.0,19500.0,0,High School,1
39,Female,48400.0,Employed,672.0,27400.0,0,Master,1
38,Female,27600.0,Retired,675.0,22800.0,1,PhD,0
21,Male,28200.0,Employed,660.0,7500.0,1,High School,1
45,Male,72900.0,Employed,721.0,9100.0,0,Bachelor,1
47,Male,49200.0,Employed,715.0,21300.0,0,Master,1
27,Male,41200.0,Self-Employed,692.0,4400.0,2,Bachelor,0
64,Male,39500.0,Employed,828.0,13100.0,0,Bachelor,1
62,Female,62800.0,Employed,765.0,8600.0,2,Master,0
49,Male,23700.0,Employed,542.0,20200.0,0,High School,1
51,Male,41200.0,Employed,527.0,16400.0,0,PhD,1
64,Male,42400.0,Self-Employed,715.0,22600.0,0,Bachelor,1
63,Female,21500.0,Employed,671.0,10700.0,2,High School,0
56,Male,36200.0,Employed,531.0,21100.0,1,Master,0
39,Female,125900.0,Employed,518.0,18100.0,0,High School,1
26,Male,26400.0,Employed,659.0,10800.0,0,Bachelor,1
45,Female,42700.0,Employed,702.0,34800.0,0,High School,1
51,Female,18000.0,Unemployed,705.0,27400.0,2,Master,0
29,Male,37400.0,Unemployed,629.0,12300.0,0,Bachelor,1
40,Male,23500.0,Employed,633.0,11200.0,0,Bachelor,1
30,Male,33700.0,Employed,637.0,31500.0,2,Bachelor,0
57,Male,49700.0,Employed,722.0,6900.0,0,High School,1
47,Female,22900.0,Self-Employed,550.0,8300.0,0,Bachelor,1
33,Female,45300.0,Employed,682.0,24100.0,0,Master,1
61,Female,27200.0,Employed,767.0,53600.0,0,Master,0
22,Female,20600.0,Self-Employed,650.0,12500.0,0,Bachelor,1
41,Male,65600.0,Employed,694.0,13400.0,0,PhD,1
53,Male,24800.0,Employed,715.0,15800.0,0,Bachelor,1
44,Female,32500.0,Employed,624.0,13600.0,0,High School,1
64,Male,30200.0,Employed,671.0,14000.0,0,Bachelor,1
62,Female,44700.0,Retired,569.0,12500.0,1,Bachelor,0
54,Male,40800.0,Self-Employed,721.0,20200.0,0,Bachelor,1
29,Male,37000.0,Employed,694.0,27300.0,0,High School,1
22,Female,28200.0,Employed,779.0,19800.0,1,Bachelor,0
50,Male,35100.0,Employed,755.0,16400.0,0,Bachelor,1
42,Female,46500.0,Employed,780.0,12500.0,0,Bachelor,1
66,Female,42600.0,Employed,784.0,8900.0,0,Bachelor,1
31,Female,70300.0,Employed,618.0,8300.0,0,High School,1
63,Female,58800.0,Employed,721.0,7300.0,0,Bachelor,1
37,Female,69800.0,Employed,737.0,26300.0,0,Master,1
56,Female,79000.0,Employed,627.0,12700.0,0,High School,1
33,Male,44100.0,Employed,785.0,22900.0,0,Bachelor,1
27,Male,61500.0,Employed,671.0,11700.0,3,High School,0
36,Female,47500.0,Employed,734.0,17300.0,1,PhD,1
53,Male,77900.0,Employed,774.0,14700.0,1,High School,1
65,Male,18000.0,Employed,716.0,46400.0,0,High School,0
21,Male,34300.0,Employed,834.0,13600.0,0,Bachelor,1
31,Female,49300.0,Employed,850.0,29900.0,0,High School,1
26,Female,53400.0,Employed,682.0,7800.0,0,Bachelor,1
40,Male,39800.0,Employed,761.0,40600.0,0,Bachelor,1
55,Female,18000.0,Employed,850.0,29700.0,0,Master,0
64,Female,36700.0,Self-Employed,628.0,12700.0,0,Bachelor,1
57,Female,60400.0,Employed,443.0,12600.0,0,Bachelor,1
61,Female,34300.0,Retired,762.0,36900.0,0,Bachelor,0
46,Female,42000.0,Self-Employed,647.0,31500.0,0,High School,1
32,Male,104600.0,Employed,578.0,15700.0,1,High School,1
50,Female,36600.0,Unemployed,619.0,10800.0,0,High School,0
48,Male,37100.0,Employed,547.0,34400.0,0,Master,1
47,Female,44200.0,Employed,824.0,13600.0,0,Bachelor,1
62,Female,45200.0,Self-Employed,804.0,22100.0,0,Bachelor,1
39,Male,42900.0,Unemployed,660.0,12800.0,0,Bachelor,1
25,Male,48900.0,Employed,668.0,15800.0,0,Bachelor,1
25,Female,22100.0,Employed,697.0,56500.0,0,Master,0
61,Male,37800.0,Self-Employed,822.0,17200.0,0,Master,1
47,Female,21700.0,Unemployed,590.0,42700.0,0,Bachelor,0
48,Male,41300.0,Employed,666.0,7200.0,2,Bachelor,0
46,Male,54300.0,Employed,786.0,6400.0,0,High School,1
47,Female,37400.0,Employed,652.0,25600.0,0,Bachelor,1
62,Female,25000.0,Employed,609.0,11400.0,0,Master,1
41,Female,32400.0,Unemployed,694.0,17800.0,0,Bachelor,0
21,Male,98800.0,Employed,528.0,5100.0,0,Bachelor,1
48,Female,82900.0,Unemployed,712.0,5300.0,3,High School,0
35,Female,30600.0,Self-Employed,659.0,18200.0,0,Master,1
37,Female,30500.0,Employed,734.0,13500.0,1,High School,0
46,Female,38000.0,Employed,621.0,14700.0,0,Bachelor,1
40,Female,74600.0,Employed,718.0,49100.0,0,High School,1
45,Male,18000.0,Employed,698.0,24000.0,1,Bachelor,0
33,Male,30400.0,Employed,580.0,65300.0,0,Bachelor,0
53,Female,49300.0,Employed,600.0,18900.0,1,Bachelor,0
45,Male,46500.0,Employed,785.0,44200.0,0,Bachelor,1
28,Female,32400.0,Employed,761.0,32500.0,0,Bachelor,1
25,Male,35400.0,Employed,533.0,13300.0,0,Bachelor,1
26,Female,47400.0,Employed,643.0,16300.0,1,High School,0
43,Female,32700.0,Self-Employed,707.0,14600.0,2,High School,0
50,Male,23600.0,Employed,725.0,34400.0,1,High School,0
34,Male,36600.0,Employed,703.0,21300.0,0,Bachelor,1
43,Male,44100.0,Self-Employed,712.0,10400.0,0,Master,1
31,Female,18000.0,Self-Employed,649.0,8300.0,0,Bachelor,1
51,Female,48800.0,Unemployed,695.0,8500.0,0,High School,1
26,Male,65300.0,Employed,597.0,10500.0,0,Master,1
31,Female,33600.0,Employed,649.0,10200.0,0,Bachelor,1
33,Male,33900.0,Employed,503.0,8700.0,0,Master,1
32,Male,27700.0,Employed,590.0,35300.0,0,High School,0
22,Female,37200.0,Employed,605.0,7200.0,1,Bachelor,0
55,Male,30400.0,Employed,609.0,23000.0,1,Master,0
56,Male,82800.0,Employed,742.0,70800.0,0,Bachelor,1
37,Male,42700.0,Employed,546.0,19000.0,0,Bachelor,1
48,Male,18000.0,Employed,626.0,19000.0,0,Bachelor,1
48,Male,53400.0,Employed,735.0,20700.0,0,Master,1
42,Male,94800.0,Employed,567.0,7400.0,0,Master,1
58,Female,51800.0,Unemployed,788.0,23400.0,1,High School,0
27,Male,72800.0,Self-Employed,695.0,22100.0,3,High School,0
35,Female,56300.0,Employed,739.0,17600.0,0,Bachelor,1
52,Male,65900.0,Self-Employed,600.0,6500.0,0,High School,1
31,Male,64300.0,Employed,615.0,56200.0,0,High School,1
44,Female,64700.0,Employed,668.0,20800.0,1,Master,1
23,Female,47000.0,Employed,749.0,8700.0,0,Bachelor,1
50,Male,18000.0,Unemployed,746.0,9900.0,0,Bachelor,1
26,Female,23300.0,Employed,714.0,11300.0,0,High School,1
22,Female,23500.0,Employed,661.0,46800.0,0,Bachelor,0
34,Female,18000.0,Unemployed,615.0,16700.0,1,High School,0
61,Male,32300.0,Employed,769.0,16700.0,0,Bachelor,1
38,Male,81400.0,Self-Employed,650.0,13100.0,0,Bachelor,1
64,Male,19600.0,Employed,549.0,33400.0,1,Master,0
51,Female,57800.0,Employed,598.0,34400.0,0,Bachelor,1
33,Male,52300.0,Retired,620.0,7300.0,1,Bachelor,0
46,Female,45000.0,Employed,651.0,17000.0,1,Master,0
64,Male,72500.0,Self-Employed,674.0,15800.0,0,Bachelor,1
32,Male,39300.0,Retired,564.0,10200.0,0,Bachelor,1
38,Female,85900.0,Employed,639.0,12700.0,1,Bachelor,1
29,Male,36300.0,Employed,650.0,15100.0,0,Bachelor,1
41,Female,47700.0,Employed,663.0,9900.0,0,High School,1
60,Female,37400.0,Employed,614.0,21500.0,1,High School,0
63,Female,25300.0,Employed,850.0,21200.0,0,High School,1
44,Female,20500.0,Unemployed,650.0,24600.0,0,Bachelor,0
54,Female,53500.0,Employed,629.0,13600.0,1,Bachelor,0
28,Female,78700.0,Unemployed,587.0,5000.0,2,High School,0
64,Female,45300.0,Self-Employed,745.0,11800.0,0,Master,1
53,Male,51900.0,Retired,522.0,9600.0,1,High School,0
43,Male,18500.0,Unemployed,529.0,16300.0,0,Master,0
33,Male,48700.0,Self-Employed,677.0,25400.0,0,High School,1
34,Male,18000.0,Self-Employed,720.0,56000.0,0,Master,0
34,Female,22100.0,Self-Employed,672.0,10500.0,0,High School,1
36,Female,78200.0,Self-Employed,850.0,19500.0,0,PhD,1
58,Female,40400.0,Self-Employed,636.0,20000.0,0,Bachelor,1
59,Male,42300.0,Self-Employed,654.0,42800.0,0,High School,1
46,Female,52900.0,Employed,677.0,20600.0,1,High School,0
46,Male,59800.0,Employed,684.0,14500.0,0,Master,1
21,Female,35100.0,Employed,670.0,17600.0,1,High School,0
52,Female,46500.0,Employed,665.0,22200.0,0,Bachelor,1
35,Male,38800.0,Employed,569.0,28100.0,1,High School,0
41,Male,18700.0,Unemployed,739.0,50100.0,0,High School,0
38,Male,33600.0,Employed,763.0,47100.0,0,High School,1
50,Female,49300.0,Employed,640.0,11400.0,0,Bachelor,1
33,Female,33100.0,Self-Employed,676.0,7300.0,0,Bachelor,1
44,Female,33300.0,Unemployed,812.0,8500.0,2,High School,0
50,Male,59300.0,Self-Employed,616.0,20800.0,0,Master,1
22,Male,43500.0,Self-Employed,697.0,35500.0,0,Bachelor,1
39,Female,47900.0,Employed,688.0,15600.0,0,High School,1
67,Female,18000.0,Employed,816.0,10100.0,0,High School,1
64,Male,50200.0,Employed,838.0,7500.0,0,Master,1
67,Male,23100.0,Employed,748.0,46700.0,2,Bachelor,0
45,Female,39600.0,Employed,850.0,13500.0,0,Master,1
34,Male,23600.0,Unemployed,682.0,7100.0,0,High School,1
26,Male,64000.0,Self-Employed,300.0,17800.0,0,Bachelor,1
32,Male,100200.0,Employed,637.0,18100.0,0,High School,1
40,Female,37300.0,Employed,642.0,30700.0,0,Bachelor,1
43,Female,37100.0,Employed,812.0,8800.0,1,High School,1
50,Female,67200.0,Employed,664.0,36200.0,0,Bachelor,1
50,Female,53400.0,Self-Employed,793.0,39700.0,0,Master,1
58,Male,38700.0,Employed,748.0,19100.0,0,Bachelor,1
50,Male,48200.0,Self-Employed,705.0,25900.0,1,Bachelor,0
61,Female,110700.0,Self-Employed,714.0,29400.0,0,High School,1
50,Male,28700.0,Employed,704.0,12600.0,2,Bachelor,0
56,Female,29900.0,Self-Employed,777.0,7800.0,0,Bachelor,1
54,Male,59700.0,Employed,659.0,12700.0,0,Bachelor,1
36,Male,115400.0,Employed,648.0,6300.0,0,Master,1
44,Male,43900.0,Employed,715.0,23900.0,0,PhD,1
34,Male,18000.0,Employed,697.0,47100.0,0,Bachelor,0
46,Male,48800.0,Employed,662.0,10800.0,0,High School,1
28,Male,30900.0,Employed,850.0,13700.0,0,Master,1
34,Female,50900.0,Employed,741.0,15500.0,0,Bachelor,1
51,Male,20300.0,Employed,633.0,62200.0,0,High School,0
22,Female,19200.0,Self-Employed,731.0,13700.0,0,High School,1
24,Female,34600.0,Employed,600.0,35300.0,0,Master,0
21,Female,91700.0,Self-Employed,583.0,18400.0,0,High School,1
40,Female,20200.0,Employed,748.0,3000.0,1,Bachelor,1
34,Female,34200.0,Self-Employed,607.0,13300.0,0,High School,1
60,Male,19300.0,Employed,684.0,30600.0,0,High School,0
45,Male,46400.0,Employed,592.0,13400.0,1,Bachelor,1
45,Male,44800.0,Employed,655.0,24500.0,0,Bachelor,1
23,Female,19700.0,Employed,643.0,51000.0,3,Master,0
25,Female,76400.0,Employed,672.0,24600.0,0,Bachelor,1
58,Male,18000.0,Self-Employed,850.0,12300.0,0,High School,1
46,Male,88300.0,Unemployed,789.0,27600.0,0,Bachelor,1
60,Female,79800.0,Employed,670.0,24200.0,0,Master,1
58,Male,46800.0,Employed,662.0,32300.0,0,High School,1
58,Female,62800.0,Employed,620.0,17100.0,0,High School,1
24,Female,36700.0,Unemployed,592.0,11100.0,0,Bachelor,0
27,Female,18600.0,Employed,667.0,24900.0,0,Bachelor,0
50,Female,45200.0,Employed,793.0,25400.0,1,Bachelor,1
50,Female,18300.0,Employed,411.0,13100.0,0,Bachelor,0
39,Male,39900.0,Employed,767.0,7100.0,0,High School,1
59,Female,21600.0,Employed,778.0,13700.0,0,Master,1
55,Female,65400.0,Employed,499.0,8900.0,0,PhD,1
60,Male,48500.0,Employed,683.0,15300.0,0,High School,1
53,Male,56300.0,Employed,643.0,28800.0,1,Bachelor,1
53,Male,47600.0,Self-Employed,666.0,5400.0,3,Bachelor,0
34,Male,102800.0,Unemployed,698.0,21700.0,3,Bachelor,0
58,Female,66900.0,Employed,707.0,23100.0,0,Bachelor,1
30,Female,94100.0,Employed,563.0,10400.0,0,Master,1
48,Male,25600.0,Employed,818.0,22200.0,0,Bachelor,1
34,Male,30600.0,Employed,640.0,36400.0,0,High School,1
56,Female,18000.0,Employed,850.0,23400.0,1,Bachelor,0
58,Male,33000.0,Employed,600.0,62000.0,0,Bachelor,0
36,Male,39400.0,Employed,590.0,19000.0,0,High School,1
41,Female,49900.0,Employed,708.0,32900.0,0,High School,1
48,Female,30800.0,Employed,756.0,61100.0,0,High School,0
53,Male,58000.0,Employed,788.0,24500.0,0,Master,1
26,Male,56000.0,Self-Employed,596.0,51600.0,0,Bachelor,1
61,Male,31700.0,Self-Employed,652.0,23700.0,0,PhD,1
35,Female,24900.0,Retired,839.0,43200.0,0,Master,0
